SVAD_identifier,agey,spheno_occipital,C1_lipping,C1_eburnation,L1_spinous_process,L1_sup_epiph,L1_sup_surf,L1_inf_epiph,L1_inf_surf,L5_sup_margin,L5_inf_margin,L5_sup_epiph,L5_sup_surf,L5_inf_epiph,L5_inf_surf,cerv_lipping,cerv_candlewax,thoracic_lipping,thoracic_candlewax,lumbar_lipping,lumbar_candlewax,S1_margin,S12_fusion,sacral_elbow,sternum_dorsal_ridge,R2_rim_profile,R2_shingle,R310_rim_profile,R310_shingle,Hum_LW,Tib_LW,Calc_LW,Inno_LW,parietal_depression,occipital_condyle,R1_Fusion,R2_cap,clav_med_epiph,clav_med_gravel,clav_med_macro,clav_lat_macro,glenoid_fossa,glenoid_lipping,lesser_tubercle_bumps,lesser_tubercle_margin,humerus_greater_tubercle,med_epicondyle,lat_epicondyle,radius_tuberosity_ridge,ulna_exostoses,trapezium_lipping,fovea_margin,fem_head_surf,troch_fossa_exost,troch_med_surf_exost,fibula_mercury_wings,SI_fusion,iliac_crest_fusion,ilium_tuberculum,ant_inf_spine_exos,acet_post_margin,acet_post_surf,acet_end_lipping,ischium_tub_margin_spur,Ischium_medial_spur,ischium_tub_bumps,inferior_surf_porosity,sup_post_iliac_exos,inf_post_iliac_exos,post_exost_complete,pubic_collar,symph_relief,sup_apex,ventral_margin,dorsal_margin,troch_lat_surf,rand_num
1371,75,1,1,0,2,3,1,3,2,2,2,3,2,3,2,1,0,1,0,1,0,2,2,0,0,NA,0,1,1,1,1,1,1,1,0,0,0,3,0,1,0,2,2,0,1,0,0,0,0,0,NA,1,0,1,1,0,0,3,0,0,1,1,1,1,0,2,0,1,1,1,0,2,2,2,2,NA,0.851
1372,75,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,1,0,2,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,1,2,1,1,1,0,0,NA,1,0,1,1,0,0,3,0,NA,1,1,1,0,0,2,1,1,1,1,0,1,2,1,1,NA,0.536
1373,74,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,0,0,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,NA,0,3,1,2,0,2,2,0,2,0,0,0,0,0,NA,1,0,1,0,0,0,3,0,1,1,0,1,0,0,2,0,1,1,1,0,2,2,3,2,NA,0.431
1374,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,0,NA,3,0,0,0,2,2,0,1,NA,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,1,1,0,2,2,2,2,NA,0.882
1375,71,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,2,2,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,1,0,2,2,2,2,NA,0.774
1376,91,1,1,1,2,3,2,3,2,2,2,3,2,3,2,1,0,1,1,1,1,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,3,1,0,1,2,2,1,1,1,1,1,0,0,NA,NA,NA,1,1,0,0,3,1,0,1,0,0,0,0,2,1,NA,NA,NA,0,2,2,3,3,NA,0.096
1377,83,1,1,0,NA,NA,NA,NA,NA,2,2,3,2,3,2,0,0,1,1,1,1,2,2,0,0,NA,0,1,0,1,1,1,1,0,0,1,1,3,1,1,1,2,2,1,2,1,1,1,0,0,NA,NA,NA,1,1,0,1,3,0,1,1,0,1,0,0,2,1,1,1,1,0,2,2,3,2,NA,0.009
1378,85,1,1,0,2,NA,NA,NA,NA,2,2,3,1,3,1,1,1,0,0,1,1,2,2,0,1,NA,0,1,0,0,0,1,1,0,0,0,0,3,NA,NA,NA,2,2,0,2,0,1,0,1,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,3,2,NA,0.849
1380,57,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,1,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,2,0,1,1,1,0,0,1,0,1,0,1,0,3,2,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,NA,0.906
1382,26,NA,0,0,0,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,1,NA,0.907
1383,65,1,1,0,2,NA,NA,NA,NA,2,2,3,2,3,2,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,0,2,1,0,1,0,0,0,NA,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,3,NA,NA,0.421
1384,94,1,1,0,2,3,1,3,1,2,2,3,NA,3,2,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,3,1,2,1,2,2,1,1,0,0,1,1,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,1,1,1,1,1,0,2,2,3,3,NA,0.06
1385,70,1,0,0,2,3,1,3,1,2,NA,3,1,NA,NA,1,1,1,1,1,1,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,1,0,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,2,3,NA,0.25
1386,77,1,1,0,2,NA,NA,3,2,2,2,NA,NA,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,2,2,1,2,1,1,1,0,0,1,1,0,1,1,0,0,3,2,0,1,0,0,1,0,2,0,1,1,1,0,2,2,3,2,NA,0.515
1387,69,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,1,1,1,1,1,2,2,3,3,NA,0.312
1388,72,1,1,0,2,3,1,3,2,2,2,3,2,3,2,1,0,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,2,1,2,2,1,1,0,0,0,0,0,NA,1,0,0,0,0,0,3,0,0,1,1,0,0,0,2,1,1,1,1,0,1,2,3,3,NA,0.961
1389,83,NA,1,0,2,NA,NA,3,1,2,2,3,2,3,2,1,0,1,1,1,1,2,2,0,0,NA,0,1,0,1,1,1,0,0,NA,0,0,3,NA,NA,1,2,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,1,0,1,0,0,1,1,1,1,1,NA,1,NA,3,NA,NA,0.179
1390,85,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,2,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,3,0,1,1,0,1,0,0,1,0,1,1,1,1,2,2,3,2,NA,0.828
1391,70,1,1,0,NA,3,1,3,1,2,2,3,2,3,1,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,3,1,1,1,0,1,0,0,2,0,1,1,1,0,2,2,3,NA,NA,0.713
1392,72,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,3,2,NA,0.562
1393,63,1,0,0,2,NA,NA,NA,NA,2,2,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.812
1394,86,1,0,0,NA,NA,NA,NA,NA,2,2,3,2,3,2,0,0,1,0,1,0,2,2,1,0,0,1,0,1,1,1,1,1,0,0,0,0,3,1,2,NA,1,1,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841
1395,50,1,NA,NA,0,3,1,3,1,2,1,3,1,3,1,NA,NA,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,1,2,NA,0.244
1396,57,1,1,0,1,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,3,1,0,1,1,1,0,0,1,0,1,1,1,1,1,2,2,1,NA,0.14
1397,66,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,0,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,1,0,2,2,2,2,NA,0.918
1398,67,1,1,0,2,3,1,3,1,2,NA,3,1,NA,NA,1,0,1,1,1,1,NA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,1,0,0,1,0,0,0,NA,0,1,1,0,2,3,2,1,1,0,1,1,1,1,NA,NA,NA,NA,1,2,2,3,2,NA,0.966
1399,69,1,0,0,2,3,1,3,2,2,2,3,1,3,1,1,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.689
1400,85,1,1,0,2,3,1,3,1,2,2,3,2,3,1,0,0,0,0,1,1,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,0,1,0,0,0,0,0,0,1,0,NA,NA,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,1,2,2,3,2,NA,0.42
1401,80,1,0,0,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,1,1,1,1,2,2,0,0,NA,NA,1,NA,0,0,0,0,0,0,1,0,3,NA,NA,1,2,2,1,1,NA,1,1,0,0,0,1,0,1,1,0,2,3,2,1,1,1,1,1,1,2,NA,NA,NA,NA,1,1,2,2,3,NA,0.515
1402,44,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,1,0,2,2,0,0,NA,0,1,0,0,0,0,NA,0,0,0,NA,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565
1403,56,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,0,1,1,0,0,0,1,0,1,1,1,0,3,2,0,1,1,0,1,0,1,1,1,1,1,0,2,2,2,2,NA,0.722
1404,69,1,1,1,2,3,1,NA,NA,2,2,3,2,3,1,1,1,1,1,1,1,2,2,0,0,NA,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,2,2,1,2,0,0,1,0,0,0,1,0,1,1,0,0,3,1,1,1,0,0,0,0,1,0,1,1,1,0,2,2,2,3,NA,0.189
1405,63,1,1,0,0,3,1,3,1,2,2,3,1,3,1,1,1,0,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,2,0,1,1,0,0,0,1,0,1,1,0,0,3,0,1,1,1,1,0,0,1,0,1,1,1,1,2,2,3,2,NA,0.071
1406,46,1,0,0,0,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,2,1,NA,0.666
1407,61,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,2,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,1,1,1,1,0,1,2,2,2,NA,0.765
1408,50,1,1,0,1,3,1,3,1,2,2,3,1,3,2,1,1,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.356
1409,65,1,0,0,2,3,1,3,1,2,2,3,1,3,2,1,1,1,1,NA,1,NA,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,2,2,NA,NA,NA,0,1,0,0,0,1,0,1,1,1,0,3,1,1,1,0,1,0,0,1,1,1,1,1,0,2,2,2,2,NA,0.955
1410,46,1,1,0,2,3,NA,3,NA,2,2,3,NA,3,NA,0,0,0,0,1,0,2,2,0,0,1,1,1,0,0,0,0,NA,0,0,0,0,3,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,NA,1,1,NA,0,2,2,2,2,NA,0.827
1412,61,NA,0,0,1,3,1,3,1,2,2,3,1,3,1,1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,1,1,0,1,1,1,1,1,0,1,2,2,2,NA,0.574
1413,78,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,NA,1,0,1,0,NA,NA,0,NA,0,0,NA,0,3,0,0,1,2,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,2,3,1,0,1,NA,1,1,0,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,0.11
1414,89,1,1,1,2,NA,NA,NA,NA,2,2,3,2,3,1,1,0,1,1,1,1,2,2,0,0,1,1,1,1,0,1,0,NA,0,0,0,0,3,1,1,1,2,2,1,2,1,0,1,0,0,0,NA,NA,1,1,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,0,1,2,2,2,NA,0.664
1415,68,1,0,0,2,3,1,3,1,2,2,3,1,3,2,0,0,0,0,1,0,2,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,0,0,1,1,0,NA,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,3,3,NA,0.78
1416,69,1,0,0,NA,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,NA,0.528
1417,72,1,1,0,2,3,1,3,1,2,2,3,2,3,1,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,2,2,0,1,1,1,1,0,0,0,1,2,1,1,0,0,3,1,1,1,0,0,0,0,1,0,1,1,1,0,2,2,3,2,NA,0.341
1418,78,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,1,0,1,0,0,2,1,1,1,1,1,1,2,3,3,NA,0.698
1419,64,1,1,0,2,3,1,3,1,2,2,3,1,3,2,1,1,1,1,1,1,NA,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,3,0,NA,1,2,2,0,1,0,0,1,0,0,0,1,0,NA,0,0,2,3,0,0,1,0,1,1,0,NA,NA,1,NA,NA,0,1,2,2,2,NA,0.362
1420,92,1,1,0,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,1,1,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,3,1,NA,NA,2,2,1,2,1,1,1,1,0,0,1,2,1,1,0,2,3,2,1,1,1,1,0,0,1,1,1,1,1,NA,2,NA,3,NA,NA,0.342
1421,81,1,1,1,2,3,2,3,2,2,2,3,2,3,2,0,0,0,0,1,1,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,0,2,1,2,1,1,1,1,1,1,0,0,0,1,NA,1,0,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,2,2,NA,0.221
1422,68,1,1,0,2,3,1,3,1,2,NA,3,2,NA,NA,1,0,1,1,1,1,NA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,2,3,2,NA,0.666
1423,57,1,1,0,2,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,2,2,2,2,NA,0.176
1424,79,1,1,1,2,3,1,3,2,2,2,3,2,3,2,1,0,1,1,1,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,2,1,2,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,1,0,1,1,1,1,1,0,2,2,2,2,NA,0.987
1425,58,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,2,1,2,2,0,1,1,1,1,0,0,0,1,0,1,1,1,2,3,2,0,1,0,0,0,0,0,NA,NA,NA,NA,0,2,2,2,2,NA,0.653
1426,83,1,1,0,2,3,1,3,1,2,2,3,2,3,2,1,0,0,0,1,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,2,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,2,1,1,1,1,0,2,2,2,2,NA,0.472
1427,62,1,1,0,2,NA,NA,3,1,2,2,3,1,3,2,0,0,0,0,1,1,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,NA,0,3,1,0,0,2,2,0,2,0,1,1,0,0,0,1,0,1,1,1,0,3,0,1,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,NA,0.735
1428,71,1,1,0,2,3,1,3,1,2,2,3,2,3,1,1,0,1,1,1,1,NA,2,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,2,2,0,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,0,0,0,0,1,NA,1,1,1,0,2,2,2,2,NA,0.948
1429,66,1,1,0,2,3,1,3,1,2,2,3,1,3,2,0,0,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,1,1,1,1,0,0,0,1,0,1,1,0,0,3,1,0,1,0,1,0,0,1,0,1,1,1,0,1,2,3,3,NA,0.538
1430,71,1,1,1,NA,3,1,3,1,2,2,3,2,3,2,0,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,2,2,1,2,1,1,1,0,0,0,1,0,1,1,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,2,NA,0.631
1431,62,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,2,1,2,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,2,1,1,1,1,0,2,2,3,2,NA,0.63
1432,72,1,1,0,2,3,1,3,1,2,2,3,2,3,2,0,0,1,0,1,0,1,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,1,1,0,1,1,0,0,1,0,1,1,0,0,3,NA,0,1,0,0,0,0,2,1,1,1,1,0,2,2,2,2,NA,0.206
1433,49,1,0,0,2,3,1,3,1,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,0,0,1,0,1,0,0,NA,NA,NA,0,0,NA,1,3,0,1,0,2,2,1,2,0,0,1,1,0,0,NA,NA,NA,NA,1,0,3,1,1,1,0,1,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.148
1434,49,1,1,0,NA,3,1,3,1,2,2,3,1,3,1,1,0,0,0,1,0,2,2,0,NA,NA,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,NA,0,0,0,3,0,0,1,0,1,0,0,0,1,1,1,1,0,2,2,2,2,NA,0.796
1435,87,1,1,1,NA,3,2,3,1,2,2,3,2,3,2,1,0,0,0,1,0,2,2,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,NA,3,0,0,NA,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA,0.191
1436,77,1,0,0,NA,NA,NA,NA,NA,2,2,3,2,NA,NA,0,0,0,0,1,0,2,2,0,NA,NA,0,1,1,1,1,0,1,0,0,0,0,3,0,1,0,2,0,0,1,1,0,0,0,0,0,1,NA,1,0,0,0,3,0,0,1,1,1,0,0,1,1,1,1,1,0,2,2,2,3,NA,0.477
1437,51,1,0,0,2,3,1,3,1,2,2,3,1,3,2,0,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,NA,0,0,0,0,1,3,0,0,1,2,1,0,1,1,0,0,0,0,NA,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,1,0,2,2,2,2,NA,0.599
1438,72,1,1,0,2,3,1,3,2,2,2,3,1,3,1,1,0,0,0,0,0,2,2,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,3,0,0,0,2,2,0,1,0,1,1,1,0,0,NA,0,1,0,0,0,3,0,0,1,0,1,0,0,2,1,1,1,1,0,2,2,2,2,NA,0.958
1439,61,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,2,2,0,2,0,1,1,1,0,0,1,0,1,1,0,0,3,2,1,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.375
1440,76,1,1,0,2,NA,NA,3,1,2,2,3,1,3,1,1,0,1,1,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,NA,2,2,0,1,1,1,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,1,1,1,1,0,2,2,3,3,NA,0.738
1441,63,1,1,1,2,3,2,3,1,2,2,3,1,3,2,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,NA,2,2,0,1,NA,0,0,0,0,0,0,2,1,1,NA,0,3,0,1,1,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,0.69
1442,58,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,1,NA,1,1,0,0,0,1,0,1,1,0,0,3,2,1,1,0,1,0,0,1,0,1,1,1,0,2,2,3,3,NA,0.616
1443,60,1,0,0,2,3,1,3,1,2,2,3,1,3,2,1,1,1,1,1,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,1,1,0,1,2,3,2,NA,0.199
1444,69,1,1,0,2,3,1,3,1,2,1,3,1,3,1,0,0,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,NA,2,2,2,NA,0.887
1445,36,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,NA,NA,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,NA,0.359
1446,77,1,1,0,2,3,1,3,1,2,2,3,2,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,NA,1,0,1,0,0,2,0,1,1,1,0,1,2,2,2,NA,0.623
1447,74,NA,1,0,2,3,1,3,1,2,2,3,1,3,2,1,0,1,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,NA,NA,0,NA,3,1,1,1,2,2,0,2,0,0,1,0,0,0,1,0,1,1,0,0,3,1,1,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,NA,0.898
1448,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,0.723
1449,47,1,1,0,2,3,1,3,1,1,2,3,1,3,1,0,0,0,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,3,0,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,2,2,2,NA,0.896
1450,69,1,0,0,2,3,1,NA,NA,2,2,3,1,3,1,0,0,0,0,1,0,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,3,1,0,1,0,1,0,0,1,0,1,1,2,0,2,2,1,2,NA,0.594
1451,31,1,0,0,0,3,1,3,1,0,1,3,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,0.584
1452,72,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,2,2,0,2,0,0,1,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,0,1,1,1,1,0,2,2,2,2,NA,0.73
1453,80,1,1,0,2,NA,NA,3,2,2,2,3,2,3,2,1,1,1,1,1,1,2,2,0,0,NA,1,1,1,0,0,0,NA,0,0,0,NA,3,1,NA,1,2,2,1,2,NA,0,0,0,0,NA,NA,0,1,1,0,2,3,1,1,1,1,1,0,0,2,NA,NA,NA,NA,0,2,2,3,2,NA,0.69
